date,commodity,weeks,coverage_level,coverage_price,F,producer_prem,cme_put,gap,gap_pct,source
2026-06-26,feeder,30,0.95,361.11,354.38,9.763,19.1099,9.3469,2.588,backfill_yahoo
2026-06-26,feeder,30,1.0,382.58,354.38,17.894,33.3623,15.4683,4.043,backfill_yahoo
2026-06-26,feeder,34,0.75,290.67,352.48,1.37,1.8799,0.5099,0.175,backfill_yahoo
2026-06-26,feeder,34,0.8,310.05,352.48,2.515,4.0677,1.5527,0.501,backfill_yahoo
2026-06-26,feeder,34,0.85,329.43,352.48,4.629,8.1051,3.4761,1.055,backfill_yahoo
2026-06-26,feeder,34,0.9,339.11,352.48,6.301,11.0754,4.7744,1.408,backfill_yahoo
2026-06-26,feeder,34,0.95,358.49,352.48,11.115,19.6562,8.5412,2.383,backfill_yahoo
2026-06-26,feeder,34,1.0,379.81,352.48,19.67,33.4624,13.7924,3.631,backfill_yahoo
2026-06-26,feeder,39,0.75,289.38,350.29,1.897,2.5186,0.6216,0.215,backfill_yahoo
2026-06-26,feeder,39,0.8,308.67,350.29,3.276,5.0276,1.7516,0.567,backfill_yahoo
2026-06-26,feeder,39,0.85,327.96,350.29,5.708,9.3652,3.6572,1.115,backfill_yahoo
2026-06-26,feeder,39,0.9,337.61,350.29,7.564,12.4438,4.8798,1.445,backfill_yahoo
2026-06-26,feeder,39,0.95,356.9,350.29,12.802,21.1096,8.3076,2.328,backfill_yahoo
2026-06-26,feeder,39,1.0,378.12,350.29,21.42,34.715,13.295,3.516,backfill_yahoo
2026-06-26,feeder,43,0.75,288.19,348.75,2.207,3.0281,0.8211,0.285,backfill_yahoo
2026-06-26,feeder,43,0.8,307.4,348.75,3.688,5.7407,2.0527,0.668,backfill_yahoo
2026-06-26,feeder,43,0.85,326.62,348.75,6.221,10.2442,4.0232,1.232,backfill_yahoo
2026-06-26,feeder,43,0.9,336.22,348.75,8.118,13.3605,5.2425,1.559,backfill_yahoo
2026-06-26,feeder,43,0.95,355.43,348.75,13.356,21.9991,8.6431,2.432,backfill_yahoo
2026-06-26,feeder,43,1.0,376.57,348.75,21.794,35.4003,13.6063,3.613,backfill_yahoo
2026-06-26,feeder,47,0.75,286.6,347.25,2.589,3.5027,0.9137,0.319,backfill_yahoo
2026-06-26,feeder,47,0.8,305.7,347.25,4.475,6.359,1.884,0.616,backfill_yahoo
2026-06-26,feeder,47,0.85,324.81,347.25,7.244,10.943,3.699,1.139,backfill_yahoo
2026-06-26,feeder,47,0.9,334.36,347.25,9.165,14.0556,4.8906,1.463,backfill_yahoo
2026-06-26,feeder,47,0.95,353.47,347.25,14.2,22.5529,8.3529,2.363,backfill_yahoo
2026-06-26,feeder,47,1.0,374.49,347.25,22.36,35.6651,13.3051,3.553,backfill_yahoo
2026-06-26,feeder,52,0.75,286.18,346.95,3.441,4.152,0.711,0.248,backfill_yahoo
2026-06-26,feeder,52,0.8,305.26,346.95,5.562,7.2024,1.6404,0.537,backfill_yahoo
2026-06-26,feeder,52,0.85,324.34,346.95,8.608,11.9213,3.3133,1.022,backfill_yahoo
2026-06-26,feeder,52,0.9,333.88,346.95,10.679,15.0599,4.3809,1.312,backfill_yahoo
2026-06-26,feeder,52,0.95,352.96,346.95,16.127,23.488,7.361,2.086,backfill_yahoo
2026-06-26,feeder,52,1.0,373.94,346.95,24.92,36.3814,11.4614,3.065,backfill_yahoo
2026-06-29,feeder,13,0.85,351.45,361.28,1.827,6.2324,4.4054,1.253,backfill_yahoo
2026-06-29,feeder,13,0.9,351.45,361.28,1.827,6.2324,4.4054,1.253,backfill_yahoo
2026-06-29,feeder,13,0.95,371.53,361.28,4.712,16.2037,11.4917,3.093,backfill_yahoo
2026-06-29,feeder,13,1.0,397.64,361.28,13.851,37.0437,23.1927,5.833,backfill_yahoo
2026-06-29,feeder,17,0.85,349.34,358.55,2.639,7.8226,5.1836,1.484,backfill_yahoo
2026-06-29,feeder,17,0.9,349.34,358.55,2.639,7.8226,5.1836,1.484,backfill_yahoo
2026-06-29,feeder,17,0.95,369.3,358.55,5.851,17.8509,11.9999,3.249,backfill_yahoo
2026-06-29,feeder,17,1.0,395.25,358.55,14.788,37.9051,23.1171,5.849,backfill_yahoo
2026-06-29,feeder,21,0.75,296.2,355.69,0.518,0.7026,0.1846,0.062,backfill_yahoo
2026-06-29,feeder,21,0.85,335.7,355.69,2.481,5.709,3.228,0.962,backfill_yahoo
2026-06-29,feeder,21,0.9,355.44,355.69,5.4,12.7709,7.3709,2.074,backfill_yahoo
2026-06-29,feeder,21,0.95,365.32,355.69,7.642,18.32,10.678,2.923,backfill_yahoo
2026-06-29,feeder,21,1.0,387.04,355.69,15.517,34.0398,18.5228,4.786,backfill_yahoo
2026-06-29,feeder,26,0.75,292.39,351.92,0.918,1.1417,0.2237,0.077,backfill_yahoo
2026-06-29,feeder,26,0.85,331.37,351.92,3.494,6.7854,3.2914,0.993,backfill_yahoo
2026-06-29,feeder,26,0.9,350.86,351.92,6.84,13.767,6.927,1.974,backfill_yahoo
2026-06-29,feeder,26,0.95,360.61,351.92,9.249,19.0638,9.8148,2.722,backfill_yahoo
2026-06-29,feeder,26,1.0,382.05,351.92,17.26,33.9521,16.6921,4.369,backfill_yahoo
2026-06-29,feeder,30,0.75,291.32,349.27,1.205,1.6513,0.4463,0.153,backfill_yahoo
2026-06-29,feeder,30,0.85,330.16,349.27,4.086,8.1074,4.0214,1.218,backfill_yahoo
2026-06-29,feeder,30,0.9,349.58,349.27,7.57,15.4084,7.8384,2.242,backfill_yahoo
2026-06-29,feeder,30,0.95,359.29,349.27,9.986,20.8207,10.8347,3.016,backfill_yahoo
2026-06-29,feeder,30,1.0,380.66,349.27,17.796,35.608,17.812,4.679,backfill_yahoo
2026-06-29,feeder,34,0.75,288.9,347.3,1.466,2.0584,0.5924,0.205,backfill_yahoo
2026-06-29,feeder,34,0.8,308.16,347.3,2.639,4.4347,1.7957,0.583,backfill_yahoo
2026-06-29,feeder,34,0.85,327.42,347.3,4.756,8.7802,4.0242,1.229,backfill_yahoo
2026-06-29,feeder,34,0.9,337.05,347.3,6.443,11.9548,5.5118,1.635,backfill_yahoo
2026-06-29,feeder,34,0.95,365.94,347.3,14.766,27.1859,12.4199,3.394,backfill_yahoo
2026-06-29,feeder,34,1.0,385.2,347.3,23.747,41.3248,17.5778,4.563,backfill_yahoo
2026-06-29,feeder,39,0.75,287.56,345.17,1.918,2.7192,0.8012,0.279,backfill_yahoo
2026-06-29,feeder,39,0.8,306.73,345.17,3.402,5.4115,2.0095,0.655,backfill_yahoo
2026-06-29,feeder,39,0.85,335.48,345.17,7.744,13.2879,5.5439,1.653,backfill_yahoo
2026-06-29,feeder,39,0.9,335.48,345.17,7.744,13.2879,5.5439,1.653,backfill_yahoo
2026-06-29,feeder,39,0.95,364.24,345.17,16.528,28.4689,11.9409,3.278,backfill_yahoo
2026-06-29,feeder,39,1.0,383.41,345.17,25.654,42.2931,16.6391,4.34,backfill_yahoo
2026-06-29,feeder,43,0.75,286.53,343.54,2.182,3.2732,1.0912,0.381,backfill_yahoo
2026-06-29,feeder,43,0.8,305.63,343.54,3.757,6.1887,2.4317,0.796,backfill_yahoo
2026-06-29,feeder,43,0.85,334.29,343.54,8.182,14.3044,6.1224,1.831,backfill_yahoo
2026-06-29,feeder,43,0.9,334.29,343.54,8.182,14.3044,6.1224,1.831,backfill_yahoo
2026-06-29,feeder,43,0.95,362.94,343.54,16.816,29.4389,12.6229,3.478,backfill_yahoo
2026-06-29,feeder,43,1.0,382.04,343.54,25.606,43.0386,17.4326,4.563,backfill_yahoo
2026-06-29,feeder,47,0.75,284.91,342.0,2.584,3.763,1.179,0.414,backfill_yahoo
2026-06-29,feeder,47,0.85,322.9,342.0,7.205,11.6915,4.4865,1.389,backfill_yahoo
2026-06-29,feeder,47,0.9,332.4,342.0,8.99,14.9849,5.9949,1.804,backfill_yahoo
2026-06-29,feeder,47,0.95,360.89,342.0,17.281,29.8353,12.5543,3.479,backfill_yahoo
2026-06-29,feeder,47,1.0,376.08,342.0,24.063,40.2878,16.2248,4.314,backfill_yahoo
2026-06-29,feeder,52,0.75,284.52,341.61,3.415,4.4438,1.0288,0.362,backfill_yahoo
2026-06-29,feeder,52,0.8,303.49,341.61,5.614,7.696,2.082,0.686,backfill_yahoo
2026-06-29,feeder,52,0.85,322.46,341.61,8.674,12.7014,4.0274,1.249,backfill_yahoo
2026-06-29,feeder,52,0.9,331.94,341.61,10.775,16.0127,5.2377,1.578,backfill_yahoo
2026-06-29,feeder,52,0.95,350.91,341.61,16.184,25.0174,8.8334,2.517,backfill_yahoo
2026-06-29,feeder,52,1.0,371.78,341.61,24.903,38.299,13.396,3.603,backfill_yahoo
2026-06-30,feeder,13,0.75,298.45,360.83,0.188,0.134,-0.054,-0.018,backfill_yahoo
2026-06-30,feeder,13,0.8,318.35,360.83,0.468,0.7224,0.2544,0.08,backfill_yahoo
2026-06-30,feeder,13,0.85,338.25,360.83,1.199,2.9444,1.7454,0.516,backfill_yahoo
2026-06-30,feeder,13,0.9,348.2,360.83,1.89,5.3318,3.4418,0.988,backfill_yahoo
2026-06-30,feeder,13,0.95,368.09,360.83,4.733,14.2874,9.5544,2.596,backfill_yahoo
2026-06-30,feeder,13,1.0,389.98,360.83,11.914,30.677,18.763,4.811,backfill_yahoo
2026-06-30,feeder,17,0.75,296.72,358.13,0.388,0.3485,-0.0395,-0.013,backfill_yahoo
2026-06-30,feeder,17,0.8,316.5,358.13,0.842,1.3381,0.4961,0.157,backfill_yahoo
2026-06-30,feeder,17,0.85,336.28,358.13,1.846,4.1977,2.3517,0.699,backfill_yahoo
2026-06-30,feeder,17,0.9,346.17,358.13,2.694,6.8734,4.1794,1.207,backfill_yahoo
2026-06-30,feeder,17,0.95,365.95,358.13,5.824,16.0026,10.1786,2.781,backfill_yahoo
2026-06-30,feeder,17,1.0,387.71,358.13,12.879,31.8322,18.9532,4.889,backfill_yahoo
2026-06-30,feeder,21,0.75,293.41,355.34,0.545,0.602,0.057,0.019,backfill_yahoo
2026-06-30,feeder,21,0.8,312.97,355.34,1.237,1.8752,0.6382,0.204,backfill_yahoo
2026-06-30,feeder,21,0.85,332.53,355.34,2.667,5.01,2.343,0.705,backfill_yahoo
2026-06-30,feeder,21,0.9,342.31,355.34,3.838,7.7135,3.8755,1.132,backfill_yahoo
2026-06-30,feeder,21,0.95,361.87,355.34,7.904,16.4413,8.5373,2.359,backfill_yahoo
2026-06-30,feeder,21,1.0,383.38,355.34,15.808,31.3713,15.5633,4.06,backfill_yahoo
2026-06-30,feeder,26,0.75,289.73,351.71,0.954,1.0021,0.0481,0.017,backfill_yahoo
2026-06-30,feeder,26,0.8,309.04,351.71,1.927,2.6109,0.6839,0.221,backfill_yahoo
2026-06-30,feeder,26,0.85,328.36,351.71,3.718,6.0583,2.3403,0.713,backfill_yahoo
2026-06-30,feeder,26,0.9,338.02,351.71,5.084,8.8191,3.7351,1.105,backfill_yahoo
2026-06-30,feeder,26,0.95,357.33,351.71,9.526,17.2641,7.7381,2.166,backfill_yahoo
2026-06-30,feeder,26,1.0,378.58,351.71,17.554,31.4344,13.8804,3.666,backfill_yahoo
2026-06-30,feeder,30,0.75,288.74,349.24,1.247,1.4667,0.2197,0.076,backfill_yahoo
2026-06-30,feeder,30,0.8,307.98,349.24,2.377,3.4352,1.0582,0.344,backfill_yahoo
2026-06-30,feeder,30,0.85,327.23,349.24,4.332,7.2998,2.9678,0.907,backfill_yahoo
2026-06-30,feeder,30,0.9,336.86,349.24,5.765,10.2452,4.4802,1.33,backfill_yahoo
2026-06-30,feeder,30,0.95,356.11,349.24,10.269,18.9656,8.6966,2.442,backfill_yahoo
2026-06-30,feeder,30,1.0,377.28,349.24,18.091,33.0604,14.9694,3.968,backfill_yahoo
2026-06-30,feeder,34,0.75,286.29,347.44,1.559,1.8355,0.2765,0.097,backfill_yahoo
2026-06-30,feeder,34,0.8,305.37,347.44,2.785,3.9717,1.1867,0.389,backfill_yahoo
2026-06-30,feeder,34,0.85,324.46,347.44,5.06,7.919,2.859,0.881,backfill_yahoo
2026-06-30,feeder,34,0.9,334.0,347.44,6.659,10.827,4.168,1.248,backfill_yahoo
2026-06-30,feeder,34,0.95,353.09,347.44,11.643,19.2212,7.5782,2.146,backfill_yahoo
2026-06-30,feeder,34,1.0,374.08,347.44,20.068,32.7661,12.6981,3.394,backfill_yahoo
2026-06-30,feeder,39,0.75,284.99,345.59,1.994,2.4371,0.4431,0.155,backfill_yahoo
2026-06-30,feeder,39,0.8,303.99,345.59,3.573,4.8683,1.2953,0.426,backfill_yahoo
2026-06-30,feeder,39,0.85,322.99,345.59,6.075,9.0779,3.0029,0.93,backfill_yahoo
2026-06-30,feeder,39,0.9,332.49,345.59,7.974,12.0682,4.0942,1.231,backfill_yahoo
2026-06-30,feeder,39,0.95,351.49,345.59,13.226,20.4782,7.2522,2.063,backfill_yahoo
2026-06-30,feeder,39,1.0,372.39,345.59,22.007,33.7796,11.7726,3.161,backfill_yahoo
2026-06-30,feeder,43,0.75,284.11,344.12,2.252,2.9611,0.7091,0.25,backfill_yahoo
2026-06-30,feeder,43,0.8,303.05,344.12,3.919,5.6154,1.6964,0.56,backfill_yahoo
2026-06-30,feeder,43,0.85,321.99,344.12,6.475,10.0223,3.5473,1.102,backfill_yahoo
2026-06-30,feeder,43,0.9,331.46,344.12,8.381,13.0767,4.6957,1.417,backfill_yahoo
2026-06-30,feeder,43,0.95,350.41,344.12,13.552,21.5384,7.9864,2.279,backfill_yahoo
2026-06-30,feeder,43,1.0,371.24,344.12,22.048,34.6968,12.6488,3.407,backfill_yahoo
2026-06-30,feeder,47,0.75,282.24,342.73,2.592,3.3859,0.7939,0.281,backfill_yahoo
2026-06-30,feeder,47,0.8,301.06,342.73,4.49,6.1519,1.6619,0.552,backfill_yahoo
2026-06-30,feeder,47,0.85,319.87,342.73,7.245,10.5921,3.3471,1.046,backfill_yahoo
2026-06-30,feeder,47,0.9,329.28,342.73,9.12,13.614,4.494,1.365,backfill_yahoo
2026-06-30,feeder,47,0.95,348.1,342.73,14.066,21.8373,7.7713,2.232,backfill_yahoo
2026-06-30,feeder,47,1.0,368.8,342.73,22.12,34.6395,12.5195,3.395,backfill_yahoo
2026-06-30,feeder,52,0.75,281.73,342.48,3.539,4.0045,0.4655,0.165,backfill_yahoo
2026-06-30,feeder,52,0.8,300.51,342.48,5.673,6.9488,1.2758,0.425,backfill_yahoo
2026-06-30,feeder,52,0.85,319.29,342.48,8.87,11.5094,2.6394,0.827,backfill_yahoo
2026-06-30,feeder,52,0.9,328.69,342.48,10.807,14.5502,3.7432,1.139,backfill_yahoo
2026-06-30,feeder,52,0.95,347.47,342.48,16.31,22.6744,6.3644,1.832,backfill_yahoo
2026-06-30,feeder,52,1.0,368.13,342.48,24.805,35.2441,10.4391,2.836,backfill_yahoo
2026-07-01,feeder,13,0.75,298.05,357.03,0.189,0.1705,-0.0185,-0.006,backfill_yahoo
2026-07-01,feeder,13,0.8,317.92,357.03,0.451,0.897,0.446,0.14,backfill_yahoo
2026-07-01,feeder,13,0.85,337.79,357.03,1.175,3.5422,2.3672,0.701,backfill_yahoo
2026-07-01,feeder,13,0.9,347.73,357.03,1.837,6.3007,4.4637,1.284,backfill_yahoo
2026-07-01,feeder,13,0.95,367.6,357.03,4.596,16.3063,11.7103,3.186,backfill_yahoo
2026-07-01,feeder,13,1.0,389.45,357.03,11.698,33.474,21.776,5.591,backfill_yahoo
2026-07-01,feeder,17,0.75,296.42,354.28,0.386,0.4258,0.0398,0.013,backfill_yahoo
2026-07-01,feeder,17,0.8,316.19,354.28,0.804,1.6081,0.8041,0.254,backfill_yahoo
2026-07-01,feeder,17,0.85,335.95,354.28,1.794,4.9302,3.1362,0.934,backfill_yahoo
2026-07-01,feeder,17,0.9,345.83,354.28,2.599,7.9659,5.3669,1.552,backfill_yahoo
2026-07-01,feeder,17,0.95,365.59,354.28,5.615,18.0875,12.4725,3.412,backfill_yahoo
2026-07-01,feeder,17,1.0,387.33,354.28,12.548,34.6804,22.1324,5.714,backfill_yahoo
2026-07-01,feeder,21,0.75,293.07,351.47,0.537,0.7109,0.1739,0.059,backfill_yahoo
2026-07-01,feeder,21,0.8,312.61,351.47,1.213,2.1885,0.9755,0.312,backfill_yahoo
2026-07-01,feeder,21,0.85,332.15,351.47,2.558,5.7534,3.1954,0.962,backfill_yahoo
2026-07-01,feeder,21,0.9,341.92,351.47,3.662,8.7735,5.1115,1.495,backfill_yahoo
2026-07-01,feeder,21,0.95,361.45,351.47,7.633,18.3914,10.7584,2.976,backfill_yahoo
2026-07-01,feeder,21,1.0,382.95,351.47,15.528,34.0462,18.5182,4.836,backfill_yahoo
2026-07-01,feeder,26,0.75,289.61,347.94,0.939,1.1602,0.2212,0.076,backfill_yahoo
2026-07-01,feeder,26,0.8,308.91,347.94,1.887,2.9966,1.1096,0.359,backfill_yahoo
2026-07-01,feeder,26,0.85,328.22,347.94,3.572,6.8696,3.2976,1.005,backfill_yahoo
2026-07-01,feeder,26,0.9,337.87,347.94,4.86,9.9259,5.0659,1.499,backfill_yahoo
2026-07-01,feeder,26,0.95,357.18,347.94,9.199,19.2361,10.0371,2.81,backfill_yahoo
2026-07-01,feeder,26,1.0,378.42,347.94,17.216,34.1064,16.8904,4.463,backfill_yahoo
2026-07-01,feeder,30,0.75,288.71,345.57,1.225,1.6706,0.4456,0.154,backfill_yahoo
2026-07-01,feeder,30,0.8,307.96,345.57,2.327,3.8882,1.5612,0.507,backfill_yahoo
2026-07-01,feeder,30,0.85,327.2,345.57,4.16,8.1794,4.0194,1.228,backfill_yahoo
2026-07-01,feeder,30,0.9,336.83,345.57,5.508,11.4125,5.9045,1.753,backfill_yahoo
2026-07-01,feeder,30,0.95,356.07,345.57,9.904,20.9575,11.0535,3.104,backfill_yahoo
2026-07-01,feeder,30,1.0,377.25,345.57,17.71,35.7154,18.0054,4.773,backfill_yahoo
2026-07-01,feeder,34,0.75,286.41,343.8,1.535,2.0745,0.5395,0.188,backfill_yahoo
2026-07-01,feeder,34,0.8,305.51,343.8,2.752,4.467,1.715,0.561,backfill_yahoo
2026-07-01,feeder,34,0.85,324.6,343.8,4.865,8.833,3.968,1.222,backfill_yahoo
2026-07-01,feeder,34,0.9,334.15,343.8,6.498,12.0196,5.5216,1.652,backfill_yahoo
2026-07-01,feeder,34,0.95,353.24,343.8,11.276,21.234,9.958,2.819,backfill_yahoo
2026-07-01,feeder,34,1.0,374.25,343.8,19.733,35.4424,15.7094,4.198,backfill_yahoo
2026-07-01,feeder,39,0.75,285.28,342.03,1.972,2.7289,0.7569,0.265,backfill_yahoo
2026-07-01,feeder,39,0.8,304.3,342.03,3.497,5.4287,1.9317,0.635,backfill_yahoo
2026-07-01,feeder,39,0.85,323.31,342.03,5.936,10.0556,4.1196,1.274,backfill_yahoo
2026-07-01,feeder,39,0.9,332.82,342.03,7.775,13.3146,5.5396,1.664,backfill_yahoo
2026-07-01,feeder,39,0.95,351.84,342.03,12.905,22.5403,9.6353,2.739,backfill_yahoo
2026-07-01,feeder,39,1.0,372.76,342.03,21.508,36.478,14.97,4.016,backfill_yahoo
2026-07-01,feeder,43,0.75,284.63,340.88,2.212,3.2843,1.0723,0.377,backfill_yahoo
2026-07-01,feeder,43,0.8,303.6,340.88,3.814,6.2069,2.3929,0.788,backfill_yahoo
2026-07-01,feeder,43,0.85,322.58,340.88,6.293,11.0219,4.7289,1.466,backfill_yahoo
2026-07-01,feeder,43,0.9,332.06,340.88,8.13,14.3303,6.2003,1.867,backfill_yahoo
2026-07-01,feeder,43,0.95,351.04,340.88,13.157,23.5781,10.4211,2.969,backfill_yahoo
2026-07-01,feeder,43,1.0,371.91,340.88,21.436,37.3454,15.9094,4.278,backfill_yahoo
2026-07-01,feeder,47,0.75,282.81,340.0,2.588,3.6882,1.1002,0.389,backfill_yahoo
2026-07-01,feeder,47,0.8,301.67,340.0,4.381,6.6865,2.3055,0.764,backfill_yahoo
2026-07-01,feeder,47,0.85,320.52,340.0,7.2,11.4699,4.2699,1.332,backfill_yahoo
2026-07-01,feeder,47,0.9,329.95,340.0,9.102,14.7067,5.6047,1.699,backfill_yahoo
2026-07-01,feeder,47,0.95,348.8,340.0,13.996,23.6053,9.6093,2.755,backfill_yahoo
2026-07-01,feeder,47,1.0,369.54,340.0,22.043,36.9284,14.8854,4.028,backfill_yahoo
2026-07-01,feeder,52,0.75,282.48,339.75,3.469,4.3542,0.8852,0.313,backfill_yahoo
2026-07-01,feeder,52,0.8,301.32,339.75,5.695,7.5443,1.8493,0.614,backfill_yahoo
2026-07-01,feeder,52,0.85,320.15,339.75,8.763,12.4564,3.6934,1.154,backfill_yahoo
2026-07-01,feeder,52,0.9,329.57,339.75,10.847,15.7124,4.8654,1.476,backfill_yahoo
2026-07-01,feeder,52,0.95,348.4,339.75,16.195,24.5407,8.3457,2.395,backfill_yahoo
2026-07-01,feeder,52,1.0,369.11,339.75,24.865,37.6406,12.7756,3.461,backfill_yahoo
2026-07-02,feeder,13,0.75,294.88,356.93,0.199,0.1284,-0.0706,-0.024,backfill_yahoo
2026-07-02,feeder,13,0.8,314.54,356.93,0.464,0.6943,0.2303,0.073,backfill_yahoo
2026-07-02,feeder,13,0.85,334.2,356.93,1.187,2.8406,1.6536,0.495,backfill_yahoo
2026-07-02,feeder,13,0.9,344.03,356.93,1.935,5.1551,3.2201,0.936,backfill_yahoo
2026-07-02,feeder,13,0.95,363.69,356.93,4.76,13.8779,9.1179,2.507,backfill_yahoo
2026-07-02,feeder,13,1.0,385.31,356.93,11.73,29.9604,18.2304,4.731,backfill_yahoo
2026-07-02,feeder,17,0.75,293.35,354.18,0.397,0.3423,-0.0547,-0.019,backfill_yahoo
2026-07-02,feeder,17,0.8,312.91,354.18,0.814,1.3153,0.5013,0.16,backfill_yahoo
2026-07-02,feeder,17,0.85,332.46,354.18,1.791,4.1278,2.3368,0.703,backfill_yahoo
2026-07-02,feeder,17,0.9,342.24,354.18,2.701,6.7625,4.0615,1.187,backfill_yahoo
2026-07-02,feeder,17,0.95,361.8,354.18,5.759,15.7592,10.0002,2.764,backfill_yahoo
2026-07-02,feeder,17,1.0,383.31,354.18,12.503,31.382,18.879,4.925,backfill_yahoo
2026-07-02,feeder,21,0.75,289.83,351.37,0.578,0.5842,0.0062,0.002,backfill_yahoo
2026-07-02,feeder,21,0.8,309.15,351.37,1.221,1.8221,0.6011,0.194,backfill_yahoo
2026-07-02,feeder,21,0.85,328.47,351.37,2.585,4.8759,2.2909,0.697,backfill_yahoo
2026-07-02,feeder,21,0.9,338.13,351.37,3.777,7.5143,3.7373,1.105,backfill_yahoo
2026-07-02,feeder,21,0.95,357.46,351.37,7.657,16.0472,8.3902,2.347,backfill_yahoo
2026-07-02,feeder,21,1.0,378.71,351.37,15.575,30.7201,15.1451,3.999,backfill_yahoo
2026-07-02,feeder,26,0.75,286.53,347.84,0.997,0.9907,-0.0063,-0.002,backfill_yahoo
2026-07-02,feeder,26,0.8,305.63,347.84,1.891,2.5815,0.6905,0.226,backfill_yahoo
2026-07-02,feeder,26,0.85,324.73,347.84,3.596,5.9887,2.3927,0.737,backfill_yahoo
2026-07-02,feeder,26,0.9,334.29,347.84,4.985,8.7202,3.7352,1.117,backfill_yahoo
2026-07-02,feeder,26,0.95,353.39,347.84,9.206,17.0724,7.8664,2.226,backfill_yahoo
2026-07-02,feeder,26,1.0,374.4,347.84,17.239,31.0815,13.8425,3.697,backfill_yahoo
2026-07-02,feeder,30,0.75,285.72,345.5,1.294,1.4558,0.1618,0.057,backfill_yahoo
2026-07-02,feeder,30,0.8,304.77,345.5,2.324,3.4108,1.0868,0.357,backfill_yahoo
2026-07-02,feeder,30,0.85,323.81,345.5,4.179,7.2435,3.0645,0.946,backfill_yahoo
2026-07-02,feeder,30,0.9,333.34,345.5,5.635,10.165,4.53,1.359,backfill_yahoo
2026-07-02,feeder,30,0.95,352.39,345.5,9.897,18.8148,8.9178,2.531,backfill_yahoo
2026-07-02,feeder,30,1.0,373.34,345.5,17.72,32.7795,15.0595,4.034,backfill_yahoo
2026-07-02,feeder,34,0.75,283.41,343.74,1.573,1.8292,0.2562,0.09,backfill_yahoo
2026-07-02,feeder,34,0.8,302.31,343.74,2.765,3.959,1.194,0.395,backfill_yahoo
2026-07-02,feeder,34,0.85,321.2,343.74,5.004,7.8876,2.8836,0.898,backfill_yahoo
2026-07-02,feeder,34,0.9,330.65,343.74,6.663,10.7832,4.1202,1.246,backfill_yahoo
2026-07-02,feeder,34,0.95,349.54,343.74,11.457,19.135,7.678,2.197,backfill_yahoo
2026-07-02,feeder,34,1.0,370.33,343.74,19.793,32.5879,12.7949,3.455,backfill_yahoo
2026-07-02,feeder,39,0.75,282.32,342.0,2.035,2.4394,0.4044,0.143,backfill_yahoo
2026-07-02,feeder,39,0.8,301.14,342.0,3.569,4.8708,1.3018,0.432,backfill_yahoo
2026-07-02,feeder,39,0.85,319.96,342.0,6.026,9.0769,3.0509,0.954,backfill_yahoo
2026-07-02,feeder,39,0.9,329.37,342.0,7.859,12.0622,4.2032,1.276,backfill_yahoo
2026-07-02,feeder,39,0.95,348.19,342.0,13.067,20.4647,7.3977,2.125,backfill_yahoo
2026-07-02,feeder,39,1.0,368.9,342.0,21.53,33.7026,12.1726,3.3,backfill_yahoo
2026-07-02,feeder,43,0.75,281.74,340.84,2.265,2.9688,0.7038,0.25,backfill_yahoo
2026-07-02,feeder,43,0.8,300.52,340.84,3.868,5.6278,1.7598,0.586,backfill_yahoo
2026-07-02,feeder,43,0.85,319.3,340.84,6.353,10.0384,3.6854,1.154,backfill_yahoo
2026-07-02,feeder,43,0.9,328.69,340.84,8.177,13.0929,4.9159,1.496,backfill_yahoo
2026-07-02,feeder,43,0.95,347.48,340.84,13.265,21.5642,8.2992,2.388,backfill_yahoo
2026-07-02,feeder,43,1.0,368.14,340.84,21.378,34.6778,13.2998,3.613,backfill_yahoo
2026-07-02,feeder,47,0.75,280.56,339.99,2.608,3.4239,0.8159,0.291,backfill_yahoo
2026-07-02,feeder,47,0.8,299.27,339.99,4.399,6.2186,1.8196,0.608,backfill_yahoo
2026-07-02,feeder,47,0.85,317.97,339.99,7.224,10.6995,3.4755,1.093,backfill_yahoo
2026-07-02,feeder,47,0.9,327.32,339.99,9.115,13.7438,4.6288,1.414,backfill_yahoo
2026-07-02,feeder,47,0.95,346.03,339.99,13.977,22.0534,8.0764,2.334,backfill_yahoo
2026-07-02,feeder,47,1.0,366.6,339.99,21.92,34.8771,12.9571,3.534,backfill_yahoo
2026-07-02,feeder,52,0.75,280.23,339.74,3.503,4.0655,0.5625,0.201,backfill_yahoo
2026-07-02,feeder,52,0.8,298.91,339.74,5.733,7.0517,1.3187,0.441,backfill_yahoo
2026-07-02,feeder,52,0.85,317.59,339.74,8.837,11.671,2.834,0.892,backfill_yahoo
2026-07-02,feeder,52,0.9,326.93,339.74,10.918,14.7433,3.8253,1.17,backfill_yahoo
2026-07-02,feeder,52,0.95,345.62,339.74,16.384,22.9979,6.6139,1.914,backfill_yahoo
2026-07-02,feeder,52,1.0,366.17,339.74,24.8,35.627,10.827,2.957,backfill_yahoo
2026-07-06,feeder,13,0.75,293.9,354.98,0.213,0.1354,-0.0776,-0.026,backfill_yahoo
2026-07-06,feeder,13,0.8,313.5,354.98,0.524,0.7283,0.2043,0.065,backfill_yahoo
2026-07-06,feeder,13,0.85,333.09,354.98,1.277,2.9576,1.6806,0.505,backfill_yahoo
2026-07-06,feeder,13,0.9,342.89,354.98,1.94,5.3462,3.4062,0.993,backfill_yahoo
2026-07-06,feeder,13,0.95,362.48,354.98,4.747,14.2767,9.5297,2.629,backfill_yahoo
